sent_id,original_sent_text,original_cluster_label,similarity_rank,similarity_score,similar_ex_id,similar_ex_text,similar_ex_label
1991,"Design of a complete EE or CpE system including use of design methodology, formulation, specifications, alternative solutions, feasibility, economic, reliability, safety ethics, and social impact",39.0,0,0.665615733979157,976,Design process and methodology; decision making; optimization techniques; project planning; engineering economics; probabilistic and statistical aspects of mechanical design; ethical and legal issues.,Design
1993,"Legal, ethical, social impacts of computer technology on
society, governance, quality of life: intellectual property,
privacy, anonymity, professionalism, social identity in the
U.S. and globally",39.0,0,0.8637709510045631,725,"Social, ethical, professional, economic, and legal issues in the development and deployment of computer technology in society.",Technology
2003,"nformation systems design for decision support, data modeling, database design and access, internet data, data security, data mining and warehousing, social and ethical issues.",40.0,0,0.4989326846072226,1705,"Topics include a survey of the technology (software, hardware and key applications), ethical obligations of specialists, the computer in the workplace, shifts of power, privacy, and legal issues related to computing.",Computing Ethics
2006,Alternative perspectives of leadership and ethics are explored and applied to emergent ethical issues facing organizations.,40.0,0,0.6824941452085335,859,An analysis and evaluation of major issues in business ethics.,Business
2007,"Study and cases in social responsibility, business ethics, and other problems in the external environment of the business organization.",40.0,0,0.7607380966602899,859,An analysis and evaluation of major issues in business ethics.,Business
2025,Examines current ethical positions and their applications to problems in business.,40.0,0,0.799340736368363,859,An analysis and evaluation of major issues in business ethics.,Business
2029,"In addition, discusses fundamental methods of design, including decision making, conceptual design, cost evaluation, ethics issues, and intellectual property issues, which are investigated through interactive lectures and individual and group exercises.",40.0,0,0.7413545297617224,976,Design process and methodology; decision making; optimization techniques; project planning; engineering economics; probabilistic and statistical aspects of mechanical design; ethical and legal issues.,Design
2033,"Potential topics include: safety, ethics, contemporary interests, entrepreneurship, globalization, environmental, social, and economic considerations for engineers.",40.0,0,0.7753832613493833,1692,"The main topics will be ethics and scientific truth (including issues of proper data analysis, proper data presentation, and record-keeping), ethics and other scientists and engineers (including issues of attribution, confidentiality, conflicts of interest, mentoring, and inclusion of under-represented groups), ethics and the practice of engineering (including responsibilities of engineers to clients, ecological issues, and conflicts of interest), and ethics and society (including funding priorities, moral issues, and human and animal subjects).",Engineering Ethics
2053,Examines in detail the software development process.,41.0,0,0.9999999999999998,1838,Examines in detail the software development process.,Software Development
2067,This course is an introduction to AI for junior and senior level students.,41.0,0,0.7970835871400309,1371,The goal is to put these topics into a common perspective and to give you practical hands-on skill in solving AI problems through programming assignments.,Software Development
2077,"Designed with your professional and personal goals in mind, this course will introduce you to engineering and ethical best practices; helping you broaden your educational experience and giving you insight to enhance your future career opportunities.",41.0,0,0.8214049061665942,1778,Course covers engineering codes of ethics and requires students to resolve theoretical situations through application of ethical codes.,Engineering Ethics And Profession
2084,Professional organizations.,41.0,0,0.5557364518175999,1234,Professional development topics are presented including professional ethics and registration.,Professionalism
2102,Communication skills including written and oral presentations.,42.0,0,0.7312753318565166,1317,"Students will develop communication skills through proposal preparation, report writing, oral presentation.",Communication
2104,Offered in a single day during the first week of September.,42.0,0,0.2684159621363861,461,This course will focus on the people side of business.,Professional Development
2111,"Case study approach to the relationship of engineering to social, ethical and cultural aspects of the broader community both in the U. S. and worldwide.",42.0,0,0.9999999999999012,79,"Case study approach to the relationship of engineering to social, ethical and cultural aspects of the broader community both in the U. S. and worldwide.",Global
2113,Integrate global and social issues in engineering,42.0,0,0.7751791979879298,79,"Case study approach to the relationship of engineering to social, ethical and cultural aspects of the broader community both in the U. S. and worldwide.",Global
2120,Design project with working drawings for a bridge or high-rise building.,42.0,0,0.6474481446611561,382,"Students working singly or in groups implement previously developed proposals for civil engineering design projects from first concepts through preliminary proposals, sketches, cost estimations, design, evaluation, consideration of realistic constraints such as economic, environmental, social, political, ethical, health and safety, manufacturability, and sustainability, oral presentation and written reports.",Teams
2135,"Engineering ethics, plant safety practices, and OSHA concerns.",42.0,0,0.9999999999999188,167,"Engineering ethics, plant safety practices, and OSHA concerns.",Safety
2136,Design of steel or concrete structures; prestressed concrete design of beams and slabs.,42.0,0,0.5973020722235507,922,Completion of a pre-design study and report for a civil engineering project.,Civil Engineering Profession And Ethics
2143,"An undergraduate seminar on the topics of entrepreneurship, ethics, and professionalism.",42.0,0,0.7412274545498239,489,"Topics include professionalism and ethics, entrepreneurship, cultural differences, and collaborating globally.",International
2153,Students work independently with faculty members on a research project of relevance to biomedical engineering.,43.0,0,0.9999999999999056,379,Students work independently with faculty members on a research project of relevance to biomedical engineering.,Experiments
2160,Economic and ethical considerations.,43.0,0,0.7743030902042892,151,"Economic, ethical and safety issues considered.",Safety
2165,This course consists of a series of seminars that provide students with exposure to some of the professional skills and competencies associated with the practice of engineering.,43.0,0,0.7816896349545728,1127,"Introduction to the engineering profession, including the distinction between different majors, engineering problem solving, MatLab programming, Excel basics, professionalism and ethics, and experiences in team design projects.",Professional Development
2168,"Legal and ethical aspects of engineering; bids, awards, and negotiated contracts.",43.0,0,1.0,292,"Legal and ethical aspects of engineering; bids, awards, and negotiated contracts.",Law And Business
2176,"The poetics and politics of producing ethnographic images using commonly-owned digital media; analysis of ethnographic, documentary, vernacular, and fine art media; aesthetic and technical dimensions of digital image production; narrative, observational, and antinarrative experimental shooting and editing, as well as the ethical, political, ethnographic, semiotic, and philosophical concerns such decisions entail.",43.0,0,0.4167007735394832,388,"Surveys history, technology, narrative, ethics, and design of interactive computer games.",Computing And Design
2183,"Engineering ethics, plant safety practices, and OSHA concerns.",43.0,0,0.9999999999999188,167,"Engineering ethics, plant safety practices, and OSHA concerns.",Safety
2197,"Students learn to apply basic biological and chemical sciences along with math, physics and engineering sciences to solve energy and mass balances.",43.0,0,0.5755422014225694,580,"Course activities will address principles of the scientific method, electronic database literacy, science citation software, research ethics, science communication as well as planning for graduate study, including preparation of curriculum vitae and personal statement.",Careers
2221,"Case studies covered include the Space Shuttle Challenger, the Space Shuttle Columbia, The Macondo Well Blowout, The Ford Pinto Case, The VW Emissions scandal, the Tesla Automatic Driving accident, Three Mile Island, Chernobyl, Fukushima, and the Bhopal case, among others.",44.0,0,0.999999999999928,66,"Case studies covered include the Space Shuttle Challenger, the Space Shuttle Columbia, The Macondo Well Blowout, The Ford Pinto Case, The VW Emissions scandal, the Tesla Automatic Driving accident, Three Mile Island, Chernobyl, Fukushima, and the Bhopal case, among others.",Risk Analysis
2224,Covers the ethics of intelligent autonomous systems.,44.0,0,0.62699285738215,1570,Examines a wide spectrum of ethical issues.,Ethics
2227,What are the philosophical foundations for a new Robot Ethics?,44.0,0,0.6333399700519405,1181,"Mechanical automation design associated with robotic systems, including economic justification and ethics.",Robotics
2230,"Exercises are fun and engaging, sometimes taking students outside of the lab to experiment with different “people skills.”",44.0,0,0.5361578913340467,728,Students in this course participate in a real-world project from conception to implementation.,Projects
2238,The goal is to introduce students interested in research on host-microbe interactions to professional skills needed to successfully complete research projects and apply to graduate school.,44.0,0,0.6963377634389439,1695,"Theory and practice of techniques typically used in microbiological and related biological research; biological experimental data interpretation and analysis; practice writing a research paper, reading primary literature, presenting their work to peers, and self- directing an independent research project (including keeping accurate lab notebooks); critical thinking in controversial scientific research ethics.",Research Ethics
2242,"Considers the engineer’s relationship to the uses of technology in society, especially emerging technologies.",44.0,0,0.7803261784657425,2027,"The interaction of engineers, their technology, the society and the environment is examined using case studies.",Case Studies
2248,,44.0,0,0.208937423533931,103,"Covers computing in society at large with respect to domains such as health, education, assistive technology, ethics, environment, and more.",Social Impacts
2259,"Case studies covered include the Space Shuttle Challenger, the Space Shuttle Columbia, The Macondo Well Blowout, The Ford Pinto Case, The VW Emissions scandal, the Tesla Automatic Driving accident, Three Mile Island, Chernobyl, Fukushima, and the Bhopal case, among others.",45.0,0,1.0,66,"Case studies covered include the Space Shuttle Challenger, the Space Shuttle Columbia, The Macondo Well Blowout, The Ford Pinto Case, The VW Emissions scandal, the Tesla Automatic Driving accident, Three Mile Island, Chernobyl, Fukushima, and the Bhopal case, among others.",Risk Analysis
2271,Writing proficiency within this discipline is required for a passing grade in this course.,45.0,0,0.6333867483143911,1462,"This is a web-supported course, incorporating writing intensive exercises, making extensive use of active learning technologies.",Communication
2279,"Topics include personalized medicine, direct-to-consumer genetic testing, predictive medicine, pharmacogenomics, and preimplantation genetic diagnosis.",45.0,0,0.6989003292093686,1025,"Examine medical, ethical, and legal/regulatory issues emerging from the Human Genome Project and its applications to personalized medicine.",Biomedical
2284,"Using case study and fact pattern analysis, students will find and frame legal and ethical issues presented by past, contemporary and emerging technology.",45.0,0,0.6636970812265037,1415,"This course introduces students to past, current, and future issues in the ethics of information technology, and encourages students to develop their own standpoint from which to address the diverse range of ethical challenges faced in the information age.",Computing Ethics
2287,A culminating capstone project course that integrates the skills and abilities throughout the curriculum into a comprehensive design and development experience for computer science majors.,45.0,0,0.6936126952165186,2021,The first course in a two-semester capstone design sequence.,Design
2295,"It will also explore concomitant ethical, legal, and societal ramifications related to many of these discoveries, such as ownership of biological material, informed consent for human experimentation, the burden of knowledge regarding genetic information, eugenics, and the Genetic Information Non-Discrimination Act.",45.0,0,0.7583145120474312,643,"In-depth study of some central moral issues in the life sciences, e.g., genetic screening and testing, genetically engineered plants and animals, risk analysis, biotechnology patents, research ethics, biodiversity, the impact of biotechnology on society and the environment.",Biomedical
2304,Computing proficiency is required for a passing grade in this course.,46.0,0,0.5676065052398888,1052,"Fundamental computing concepts such as number representation, programming environments, communication tools, and basic network security measures are covered.",Security
2309,"In addition, the course will provide students with the opportunity to work in teams with a goal of developing an appreciation and basic understanding of the importance of business skills in their STEM careers.",46.0,0,0.603464294070355,330,"Provides students with insights into leadership, problem solving and organization skills, communication skills, ethics, and negotiation.",Military
2319,Restricted to UA Honors students.,46.0,0,0.4694077031890131,1169,"Lectures to acquaint the senior students with professional ethics, job opportunities, graduate schools, continuing study, and services of professional societies.",Profession
2321,"Topics of discussion will include abortion, stem cell research, cloning, the allocation of scarce or limited resources, animal experimentation, and patient autonomy, among others.",46.0,0,0.6881048394302973,598,Ethical and legal issues related to stem cell research.,Biomedical
2326,"Topics include privacy, free speech, intellectual property, security, and software reliability and liability issues.",46.0,0,0.8275021442529893,820,"Topics include: ethical theories and decision making, intellectual property, freedom of expression, privacy, security, and professional responsibility.",Product Development
2336,"The engineering design process, project management and teamwork, ethical and social impacts of design projects, project documentation and presentation, business considerations, and intellectual property.",46.0,0,0.8672410539690276,814,"Topics include the engineering design process, project management, codes and standards, engineering ethics, and computer-aided design.",Engineering Ethics
2343,Communication and teamwork are integral course experiences.,46.0,0,0.6800585832858884,1317,"Students will develop communication skills through proposal preparation, report writing, oral presentation.",Communication
2346,"The Engineers and Geoscientists Act; professional ethics, conflicts of interest, confidentiality and accountability; health and safety; sustainable development and environmental stewardship; equity considerations; design and construction contracts, specifications and tendering; labour and employment law; dispute resolution; evidence and expert witnesses; torts and legal liability.",46.0,0,0.9999999999999524,1368,"The Engineers and Geoscientists Act; professional ethics, conflicts of interest, confidentiality and accountability; health and safety; sustainable development and environmental stewardship; equity considerations; design and construction contracts, specifications and tendering; labour and employment law; dispute resolution; evidence and expert witnesses; torts and legal liability.",Law And Construction
2353,Collaboratively delivered with the Faculty of Commerce and Business Administration.,47.0,0,0.5802908300814655,1049,"Forum for industrial, academic, and government leaders to share their experiences and insights with students.",Guest Speakers
2355,"Ethical, legal and business context of professional practice, including contracts, project management.",47.0,0,0.759381743306353,348,"Social, economic, historical, legal, and political aspects of professional practice, as well as ethics, social responsibility, regulatory requirements, professional liability, and the consequences of failures.",Product Development
2365,"Principles of clinical practice, Canadian healthcare system, medical approach to diagnosis, ethics and regulations for clinical trials, medical technology management, medical device development and standards, biostatistics",47.0,0,0.5963909630325109,605,"Ethics, regulatory affairs, and intellectual property are addressed within the context of the biomedical engineering profession.",Biomedical
2371,Historical and contemporary concepts of the planning process and its legitimacy.,47.0,0,0.7188552124572883,428,"The role of the state, public interest, and the responsibilities of professional planners.",Political And Social
2374,Impact of computer technology on society; historical perspectives; social and economic consequences of large-scale information processing systems and automatic control; legal and ethical problems in computer applications.,47.0,0,0.8096947202382312,966,"Covers the social impact of the computer, implications and effects of computers on society, and the responsibilities of computer professionals in directing the emerging technology.",Social Impacts
2375,"Computers and the individual: machine versus human capabilities, fact and fancy; problematic interface between man and machine",47.0,0,0.664518386651629,966,"Covers the social impact of the computer, implications and effects of computers on society, and the responsibilities of computer professionals in directing the emerging technology.",Social Impacts
2383,Designed to equip students with the knowledge and confidence they need to use future hardware and software systems both as students and throughout their scientific careers.,47.0,0,0.5791744102169573,1640,"Provides students with an understanding of the professional, ethical, legal and social issues and responsibilities of software developers, as well as providing them with the ability to analyze the local and global impacts of computing on individuals, organizations and society.",Computing Ethics
2402,"Focuses on biostatistical aspects of design and analysis of biomedical studies, including epidemiologic observational studies and randomized clinical trials.",48.0,0,0.7859293415560463,807,"Topics include randomization principle, confounding, ethics in human experimentation, methods of randomization, stratification, primary outcome analyses, covariate-adjusted analyses, epidemiologic measures, and sample size and power computation.",Biomedical
2415,Notes: This requires working with live zebrafish embryos.,48.0,0,0.6975830436015924,667,"Introduction to experimental methods used in neurodevelopment research, using zebrafish as a model system.",Biomedical
2428,Students are required to explore and then present some material themselves.,48.0,0,0.6654563112975282,1664,"Students will be expected to contribute to classroom presentations, discussions and debates, and to complete a number of significant writing assignments.",Communication
2431,"Teams members develop detailed designs, build solutions up to Beta, present final written reports and final verbal presentations before review panels of business leaders.",48.0,0,0.7316795845283662,400,"Teams prepare and deliver technical presentations and demonstrations of their projects, and analyze ethical and legal aspects of their work.",Teams
2456,Note: All computer science majors are required to take this course within their first year as a computer science major.,49.0,0,0.5748939065445482,793,"This seminar course engages a number of outside speakers who typically present information on the role of research in computer science, how the research components of computer science relate to each other, approaches to software development in industry, different types of application development paradigms, technological trends, and societal, ethical, and legal issues.",Seminar
2461,"Notes: Computer science majors may use this course to satisfy the Mason Core synthesis requirement, so long as they have not previously taken CS 305 for credi",49.0,0,0.5757870070968678,1191,"ntroduction to the computer science discipline and code of ethics, Com S courses, research and networking opportunities, procedures, policies, help and computing resources, extra-curricular activities offered by the Department of Computer Science and Iowa State University.",Computing Ethics
2465,Second of two mechanical engineering capstone design courses.,49.0,0,1.0,339,Second of two mechanical engineering capstone design courses.,Design
2468,"Students conduct hands-on design, fabrication, and testing.",49.0,0,0.7328158915512856,1067,Hands-on design experience utilizing knowledge acquired in core mechanical engineering courses.,Design
2474,"Emphasis on practical design components, including reading/interpreting professional drawings and documents, environmental impact reports, permitting, agency coordination, and engineering ethics.",49.0,0,0.7684160495932559,995,"Engineering economic principles, cost/benefit analysis, project financing and delivery, management of engineering design, business practices, ethical and professional responsibilities.",Design
2483,Preparation of design project presentations in both oral and written formats.,49.0,0,0.6897625749373699,823,"Topics include: Iteration in design, prototyping, group dynamics, design reviews, making effective presentations, concurrent design, designing for test, ethics and standards, testing and evaluation",Design
2486,What is ethical dilemma posed?,49.0,0,0.6614859142366609,844,A comprehensive look at when ethical decisions must be made and an approach to make them.,Philosophy
2488,Offered in summer only.,49.0,0,0.2176848197457955,321,Prerequisites: Completion of the chemistry curriculum through the Spring semester of the sophomore year,Biomedical
2492,"Real-world experience supplemented with theoretical knowledge on entrepreneurial leadership, ethics, and professional branding.",49.0,0,0.591210280576697,489,"Topics include professionalism and ethics, entrepreneurship, cultural differences, and collaborating globally.",International
2493,"Responsibilities and ethical conduct of investigators in research, data management, mentorship, grant applications, and publications.",49.0,0,0.7284308170983087,1799,Discussion of policy and ethical issues in the conduct of research.,Research Ethics
2496,"Students read and discuss scientific articles and give presentations, introducing research topics using relevant primary literature.",49.0,0,0.647992292414516,745,"The class covers hands-on elements of doing research, such as choosing a research topic, generating research questions, making a work plan, dealing with the ambiguity and hurdles of research, research ethics, as well as publishing scientific papers, scientific writing, giving oral communications, and writing research proposals.",Research Ethics
2516,Character of technological change.,50.0,0,0.6271114486843995,1673,Technology and human values.,Technology
2518,"Major materials design experience involving analysis of real materials synthesis/processing/fabrication and technological applications including critical assessments of economic, manufacturing, and ethical constraints.",50.0,0,0.6056161859464018,425,The principles of materials selection for engineering design.,Materials
2521,Views of technology.,50.0,0,0.6460232293424211,1673,Technology and human values.,Technology
2548,"Emphasis is placed on problem formulation and conceptual, analytical, and decision aspects of open-ended design situations.",50.0,0,0.68786104136703,351,"Solution of a real-world design problem: development, evaluation, and recommendation of alternative solutions subject to realistic constraints that include most of the following considerations: economics, environment, sustainability, manufacturability, ethics, health and safety, society, and politics.",Philosophy
2549,"Students will integrate knowledge and skills gained in previous and concurrent courses, and learn research techniques to find and use resources from the technical literature.",50.0,0,0.6315142677870517,1991,"Students will enhance their understanding of consequences of engineering, design issues, legal aspects, ethical considerations, management, and leadership, through readings, research, and discussions.",Engineering Ethics
2576,"Students will integrate knowledge and skills gained in previous and concurrent courses, and learn research techniques to find and use resources from the technical literature.",51.0,0,0.6315142677870517,1991,"Students will enhance their understanding of consequences of engineering, design issues, legal aspects, ethical considerations, management, and leadership, through readings, research, and discussions.",Engineering Ethics
2578,Professional development topics are presented including professional ethics and registration.,51.0,0,1.0,1234,Professional development topics are presented including professional ethics and registration.,Professionalism
2598,introduces the discipline of engineering.,51.0,0,0.7742886051156171,1901,Introduction to the profession of engineering.,Professional Development
2632,"Covers important and controversial decisions made previously in the engineering field, and the related impacts and consequences.",52.0,0,0.7264085014112655,94,Contemporary issues in engineering.,Contemporary Issues
2633,"Introduces students to the original nanoscale science and engineering literature, including research on social, ethical and economic issues, and develops skills in interdisciplinary team building.",52.0,0,0.7632160831089647,1130,Introduction to the fundamentals of nanoscience and to the broader societal implications of implementing nanotechnology locally and globally.,Nanotechnology
2635,Geometric choices and controller specifications for programmable manipulators.,52.0,0,0.5176048220390662,1181,"Mechanical automation design associated with robotic systems, including economic justification and ethics.",Robotics
2638,"Also covers professional topics including ethics, liability, safety, socio-legal issues, risks, and employment agreements.",52.0,0,0.7084614535819171,1487,"Topics include: contracts for design and construction, sales and warranties, torts and product liability, business agency and government agencies, professional liability of architects and engineers, labor laws, expert testimony, mediation and arbitration, tangible property including real estate, intellectual property including trademarks, patents and copyrights, insurance and sureties.",Product Development
2639,"This course presents an introduction to the principles of operation, design, testing, and implementation of biometric systems, and the legal, social, and ethical concerns associated with their use.",52.0,0,0.5571339626871401,1433,"This course takes a multi-disciplinary approach to privacy, a topic of great interest in the technology, policy, ethics, law, and business realms.",Privacy
2647,"Application of established management theories and statistical quality control to mining operations, Federal and state regulations, employee and contractor relations, loss prevention, industrial hygiene, legal considerations, engineering ethics.",52.0,0,0.5740535894859616,829,"Topics include: the management process and management functions (planning, organizing, leading, and controlling); project management; managing technical people; engineering ethics, globalization, and other contemporary management concepts.",Leadership And Management
2677,Emphasis on the creative design process bolstered by application of physical laws.,53.0,0,0.99999999999991,1811,Emphasis on the creative design process bolstered by application of physical laws.,Design
2682,Lab fee.,53.0,0,0.4196865589116512,931,Conceptual and detailed cost estimating.,Cost Estimation
2684,Pre-registration required for lab assignment; special sections by lottery only.,53.0,0,0.4767146873798279,321,Prerequisites: Completion of the chemistry curriculum through the Spring semester of the sophomore year,Biomedical
2688,"Basic statistics, linear systems, Fourier transforms, random processes, spectra and extreme events with applications in design.",53.0,0,0.41736670548998,210,First of three courses taken sequentially in component and system design using real-world problems.,Design
2692,Enrollment may be limited due to laboratory capacity.,53.0,0,0.4121900053456393,738,Students will conduct independent research in either a PI's laboratory or in small groups in our teaching laboratories.,Experiments
2699,Enrollment may be limited due to laboratory capacity;,53.0,0,0.4219972431329224,321,Prerequisites: Completion of the chemistry curriculum through the Spring semester of the sophomore year,Biomedical
2705,"Covers design methods and problem-solving strategies; human factors; human-machine interfaces; community perspectives; social and ethical aspects; and assistive technology for motor, cognitive, perceptual, and age-related impairments.",54.0,0,0.7092919863954071,2030,"Theory behind different control systems employed by assistive robotics, as well as the mechanical design, sensors & actuators, and user interfaces behind representative robots in the respective areas.",Robotics
2706,"Prior knowledge of one or more of the following areas useful: software; electronics; human-computer interaction; cognitive science; mechanical engineering; control; or MIT hobby shop, MIT PSC, or other relevant independent project experience.",54.0,0,0.5649618751696599,210,First of three courses taken sequentially in component and system design using real-world problems.,Design
2710,Instruction and practice in oral and written communication provided.,54.0,0,0.7039301293503507,1317,"Students will develop communication skills through proposal preparation, report writing, oral presentation.",Communication
2717,Students taking 20.005 focus their term project on a problem in biological engineering in which there are intertwined ethical and technical issues.,54.0,0,1.0,731,Students taking 20.005 focus their term project on a problem in biological engineering in which there are intertwined ethical and technical issues.,Biomedical
2722,Students taking 20.005 focus their term project on a problem in biological engineering in which there are intertwined ethical and technical issues.,54.0,0,1.0,731,Students taking 20.005 focus their term project on a problem in biological engineering in which there are intertwined ethical and technical issues.,Biomedical
2725,"Integration of societal issues, such as engineering ethics, environmental and safety considerations, and impact of technology on society are addressed in the context of case studies.",54.0,0,0.8070093266214132,79,"Case study approach to the relationship of engineering to social, ethical and cultural aspects of the broader community both in the U. S. and worldwide.",Global
2729,"Focuses on foundational works and their significance for the choices that engineers make, both as students and as practicing engineers.",54.0,0,1.0,213,"Focuses on foundational works and their significance for the choices that engineers make, both as students and as practicing engineers.",Civil Engineering Profession And Ethics
2739,"Prior knowledge of one or more of the following areas useful: software; electronics; human-computer interaction; cognitive science; mechanical engineering; control; or MIT hobby shop, MIT PSC, or other relevant independent project experience.",54.0,0,0.5649618751696599,210,First of three courses taken sequentially in component and system design using real-world problems.,Design
2741,"Topics include computer crime; intellectual property restrictions on software; encryption, privacy, and national security; academic freedom and free speech.",54.0,0,0.789837049786958,820,"Topics include: ethical theories and decision making, intellectual property, freedom of expression, privacy, security, and professional responsibility.",Product Development
2750,Students taking 20.005 focus their term project on a problem in biological engineering in which there are intertwined ethical and technical issues.,55.0,0,1.0,731,Students taking 20.005 focus their term project on a problem in biological engineering in which there are intertwined ethical and technical issues.,Biomedical
2762,"Topics include the time value of money, key decision criteria, risk analysis, and ethical considerations and consequences of business decisions.",55.0,0,0.7100882040911275,480,"Topics include ethics, regulation, research, industry, entrepreneurship, and cost issues.",Product Development
2768,"Required presentation of research, results, conclusions, and conjectures from a technical and ethical viewpoint.",55.0,0,0.9999999999999056,1265,"Required presentation of research, results, conclusions, and conjectures from a technical and ethical viewpoint.",Research Ethics
2781,ENVS senior students will be required to enroll as a peer mentor for one of these six courses.,55.0,0,0.5744543765878167,1682,"The course will also cover issues of ethics, professional development and career counseling.",Professional Development
2786,"Content covers five core topics: cells, genetics, evolution, ecology and physiology with application to societal concerns about biotechnology, health, conservation biodiversity and bioethics.",55.0,0,0.9999999999999346,573,"Content covers five core topics: cells, genetics, evolution, ecology and physiology with application to societal concerns about biotechnology, health, conservation biodiversity and bioethics.",Biomedical
2787,Evolution will be woven throughout the course as a unifying theme in understanding all aspects of biology.,55.0,0,0.9999999999998868,1019,Evolution will be woven throughout the course as a unifying theme in understanding all aspects of biology.,Biomedical
2802,"Required presentation of research, results, conclusions, and conjectures from a technical and ethical viewpoint.",56.0,0,0.9999999999999056,1265,"Required presentation of research, results, conclusions, and conjectures from a technical and ethical viewpoint.",Research Ethics
2806,"Explores the many uses of biotechnology in the biological, agricultural and medical field.",56.0,0,0.6690264012428541,1871,"In everything from foods to pharmaceuticals, genetic engineering is entering daily life.",Biotechnology
2807,"Also covers the social, ethical and environmental issues involved in this discipline.",56.0,0,0.6958133377099215,234,"Includes attention to social contexts and environments (legal, ethical, cultural).",Environmental
2824,"The concepts are illustrated through laboratory projects, case studies, field trips and field measurement exercises.",56.0,0,0.6224348020329534,728,Students in this course participate in a real-world project from conception to implementation.,Projects
2841,"Also covers the social, ethical and environmental issues involved in this discipline.",56.0,0,0.6958133377099215,234,"Includes attention to social contexts and environments (legal, ethical, cultural).",Environmental
2842,Covers the application of recombinant DNA techniques in the creation of genetically modified foods.,56.0,0,0.69246151964699,856,"Also covers the social, ethical and environmental issues involved in the use of genetically modified foods.",Food And Agriculture
2845,"This course we will detail the loss of biodiversity and explore related issues, including the theories and practices of conservation biology and the solutions currently and the solutions currently being formulated to enhance the preservation of species on our planet.",56.0,0,0.6543761071731958,1359,"The course will explore potential limitations to these strategies and provide an appreciation of the relevance of ethics, economics and politics to biodiversity conservation while promoting the potential for individual action to influence conservation efforts",Environmental
2847,Provides senior ENVS students with mentoring and service opportunities within the Environmental Science curriculum.,56.0,0,0.5287116345203344,1085,"In this course, we will become acquainted with environmental and conservation ethics and philosophy, and acquire the toolkit of concepts and ideas that will allow us to tackle the current environmental ethical debates.",Environmental
2852,"Content covers five core topics: cells, genetics, evolution, ecology and physiology with application to societal concerns about biotechnology, health, conservation biodiversity and bioethics.",57.0,0,0.9999999999999346,573,"Content covers five core topics: cells, genetics, evolution, ecology and physiology with application to societal concerns about biotechnology, health, conservation biodiversity and bioethics.",Biomedical
2858,"Explores the many uses of biotechnology in the biological, agricultural and medical field.",57.0,0,0.6690264012428541,1871,"In everything from foods to pharmaceuticals, genetic engineering is entering daily life.",Biotechnology
2871,"The concepts are illustrated through laboratory projects, case studies, field trips and field measurement exercises.",57.0,0,0.6224348020329534,728,Students in this course participate in a real-world project from conception to implementation.,Projects
2888,"Technology used includes digital analog recorders, videotape, and software such as Simstat for text ‘mining’ and coding.",57.0,0,1.0,1353,"Technology used includes digital analog recorders, videotape, and software such as Simstat for text ‘mining’ and coding.",Computing Ethics
2895,"The course will explore potential limitations to these strategies and provide an appreciation of the relevance of ethics, economics and politics to biodiversity conservation while promoting the potential for individual action to influence conservation efforts",57.0,0,1.0,1359,"The course will explore potential limitations to these strategies and provide an appreciation of the relevance of ethics, economics and politics to biodiversity conservation while promoting the potential for individual action to influence conservation efforts",Environmental
2908,Attacks and countermeasures.,58.0,0,0.9999999999999204,886,Attacks and countermeasures.,Cybersecurity
2914,Randomness generation.,58.0,0,1.0,708,Randomness generation.,Cybersecurity
2921,Introduction to the fundamentals of nanoscience and to the broader societal implications of implementing nanotechnology locally and globally.,58.0,0,0.9999999999999304,1130,Introduction to the fundamentals of nanoscience and to the broader societal implications of implementing nanotechnology locally and globally.,Nanotechnology
2932,"Ethical and policy issues arising from advances in biological research and technology, including topics in ecology, molecular biology, and physiology.",58.0,0,0.8015820297179347,534,"Also
examines the ethical implication of biological research",Biomedical
2936,"Discussion of the design process; project statement, specification, project planning, scheduling and division of responsibility, ethics in engineering design, safety, environmental considerations, economic constraints, liability, manufacturing, and marketing.",58.0,0,0.7848402158631826,976,Design process and methodology; decision making; optimization techniques; project planning; engineering economics; probabilistic and statistical aspects of mechanical design; ethical and legal issues.,Design
2944,Attacks and countermeasures.,58.0,0,0.9999999999999204,886,Attacks and countermeasures.,Cybersecurity
2950,Randomness generation.,59.0,0,1.0,708,Randomness generation.,Cybersecurity
2953,Various attacks and countermeasures.,59.0,0,1.0,1518,Various attacks and countermeasures.,Cybersecurity
2959,"Students enrolled in this course are expected to act as a mentor for students in lower-level engineering coursework, further enhancing their own understanding of the material.",59.0,0,0.6869454482333515,1412,This course guides students through the engineering design process during the first term of their MQP to aid them in fulfilling their capstone design requirement.,Design
2964,"Ethical and policy issues arising from advances in biological research and technology, including topics in ecology, molecular biology, and physiology.",59.0,0,0.8015820297179347,534,"Also
examines the ethical implication of biological research",Biomedical
2978,Various attacks and countermeasures.,59.0,0,1.0,1518,Various attacks and countermeasures.,Cybersecurity
2988,"Students enrolled in this course are expected to act as a mentor for students in lower-level engineering coursework, further enhancing their own understanding of the material.",59.0,0,0.6869454482333515,1412,This course guides students through the engineering design process during the first term of their MQP to aid them in fulfilling their capstone design requirement.,Design
2994,Attacks and countermeasures.,59.0,0,0.9999999999999204,886,Attacks and countermeasures.,Cybersecurity
3028,"Ethical, political and societal consequences of engineering innovations and the impact of engineering on everyday life.",60.0,0,0.831510755327033,431,The study of ethical issues facing engineers and engineering related organizations and the societal impact of technology.,Technology
